Khabarovsk,48.4833,135.0667,Russia,RU,Khabarovskiy Kray,admin,616242,616242
Yaroslavl,57.6167,39.8500,Russia,RU,Yaroslavskaya Oblast’,admin,608079,601403
Vladivostok,43.1333,131.9000,Russia,RU,Primorskiy Kray,admin,606589,606589
Makhachkala,42.9833,47.4833,Russia,RU,Dagestan,admin,592976,592976
Tomsk,56.4886,84.9522,Russia,RU,Tomskaya Oblast’,admin,572740,572740
Orenburg,51.7667,55.1000,Russia,RU,Orenburgskaya Oblast’,admin,564773,564773
Kemerovo,55.3667,86.0667,Russia,RU,Kemerovskaya Oblast’,admin,558973,558973
Novokuznetsk,53.7667,87.1333,Russia,RU,Kemerovskaya Oblast’,,552105,552105
Ryazan,54.6300,39.7425,Russia,RU,Ryazanskaya Oblast’,admin,537622,537622
Naberezhnyye Chelny,55.7000,52.3333,Russia,RU,Tatarstan,,533839,533839
Astrakhan,46.3500,48.0350,Russia,RU,Astrakhanskaya Oblast’,admin,532504,524371
Penza,53.2000,45.0000,Russia,RU,Penzenskaya Oblast’,admin,523726,523726
Lipetsk,52.6167,39.6000,Russia,RU,Lipetskaya Oblast’,admin,510439,503216
Kirov,58.6000,49.6500,Russia,RU,Kirovskaya Oblast’,admin,501468,501468
Cheboksary,56.1333,47.2500,Russia,RU,Chuvashiya,admin,489498,489498
Tula,54.2000,37.6167,Russia,RU,Tul’skaya Oblast’,admin,485221,467955
Kaliningrad,54.7003,20.4531,Russia,RU,Kaliningradskaya Oblast’,admin,475056,475056
Balashikha,55.8167,37.9667,Russia,RU,Moskovskaya Oblast’,,468221,468221
Kursk,51.7167,36.1833,Russia,RU,Kurskaya Oblast’,admin,450977,450977
Stavropol,45.0500,41.9833,Russia,RU,Stavropol’skiy Kray,admin,450680,450680
Ulan-Ude,51.8272,107.6064,Russia,RU,Buryatiya,admin,439128,439128
Tver,56.8578,35.9219,Russia,RU,Tverskaya Oblast’,admin,424969,424969
Magnitogorsk,53.3833,59.0333,Russia,RU,Chelyabinskaya Oblast’,,418241,418241
Sochi,43.5853,39.7203,Russia,RU,Krasnodarskiy Kray,,411524,411524
Ivanovo,57.0000,41.0000,Russia,RU,Ivanovskaya Oblast’,admin,406933,401505
Bryansk,53.2500,34.3667,Russia,RU,Bryanskaya Oblast’,admin,406553,399579
Surgut,61.2500,73.4333,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,395900,395900
Belgorod,50.6000,36.6000,Russia,RU,Belgorodskaya Oblast’,admin,391702,391702
Vladimir,56.1286,40.4058,Russia,RU,Vladimirskaya Oblast’,admin,356168,352347
Nizhniy Tagil,57.9167,59.9667,Russia,RU,Sverdlovskaya Oblast’,,355693,353950
Arkhangelsk,64.5500,40.5333,Russia,RU,Arkhangel’skaya Oblast’,admin,351488,351488
Chita,52.0333,113.5000,Russia,RU,Zabaykal’skiy Kray,admin,347088,347088
Kaluga,54.5333,36.2667,Russia,RU,Kaluzhskaya Oblast’,admin,341892,331842
Smolensk,54.7828,32.0453,Russia,RU,Smolenskaya Oblast’,admin,329853,320170
Volzhskiy,48.8056,44.7417,Russia,RU,Volgogradskaya Oblast’,,326055,326055
Cherepovets,59.1167,37.9000,Russia,RU,Vologodskaya Oblast’,,318856,317970
Saransk,54.1833,45.1833,Russia,RU,Mordoviya,admin,318841,318841
Vologda,59.2167,39.9000,Russia,RU,Vologodskaya Oblast’,admin,313012,312420
Yakutsk,62.0272,129.7319,Russia,RU,Sakha (Yakutiya),admin,311760,311760
Orël,52.9686,36.0694,Russia,RU,Orlovskaya Oblast’,admin,311625,303696
Kurgan,55.4408,65.3411,Russia,RU,Kurganskaya Oblast’,admin,309285,309285
Vladikavkaz,43.0400,44.6775,Russia,RU,North Ossetia,admin,306978,306978
Podolsk,55.4311,37.5456,Russia,RU,Moskovskaya Oblast’,,299660,299660
Murmansk,68.9706,33.0750,Russia,RU,Murmanskaya Oblast’,admin,298096,292465
Groznyy,43.3125,45.6986,Russia,RU,Chechnya,admin,291687,291687
Tambov,52.7167,41.4333,Russia,RU,Tambovskaya Oblast’,admin,290365,289701
Sterlitamak,53.6333,55.9500,Russia,RU,Bashkortostan,,280233,280233
Nizhnevartovsk,60.9500,76.6000,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,278725,278725
Petrozavodsk,61.7833,34.3500,Russia,RU,Kareliya,admin,278551,278551
Kostroma,57.7681,40.9269,Russia,RU,Kostromskaya Oblast’,admin,277648,277393
Novorossiysk,44.7167,37.7500,Russia,RU,Krasnodarskiy Kray,,273278,273278
Yoshkar-Ola,56.6328,47.8958,Russia,RU,Mariy-El,admin,266675,266675
Nalchik,43.4833,43.6167,Russia,RU,Kabardino-Balkariya,admin,265162,265162
Engels,51.5017,46.1222,Russia,RU,Saratovskaya Oblast’,,264990,264990
Khimki,55.8892,37.4450,Russia,RU,Moskva,,254171,254171
Taganrog,47.2167,38.9167,Russia,RU,Rostovskaya Oblast’,,250287,250287
Komsomol’sk-na-Amure,50.5667,137.0000,Russia,RU,Khabarovskiy Kray,minor,249810,249810
Syktyvkar,61.6667,50.8167,Russia,RU,Komi,admin,245313,245313
Nizhnekamsk,55.6333,51.8167,Russia,RU,Tatarstan,,237250,237250
Shakhty,47.7000,40.2333,Russia,RU,Rostovskaya Oblast’,,235492,235492
Dzerzhinsk,56.2333,43.4500,Russia,RU,Nizhegorodskaya Oblast’,,231797,230639
Bratsk,56.1167,101.6000,Russia,RU,Irkutskaya Oblast’,,231602,231602
Orsk,51.2000,58.5667,Russia,RU,Orenburgskaya Oblast’,,230414,229255
Noginsk,64.4833,91.2333,Russia,RU,Krasnoyarskiy Kray,,229731,229731
Angarsk,52.5500,103.9000,Russia,RU,Irkutskaya Oblast’,,226374,222855
Kolpino,59.7333,30.6000,Russia,RU,Sankt-Peterburg,,225801,225801
Blagoveshchensk,50.2578,127.5364,Russia,RU,Amurskaya Oblast’,admin,224419,224419
Staryy Oskol,51.2981,37.8350,Russia,RU,Belgorodskaya Oblast’,,223360,223360
Velikiy Novgorod,58.5210,31.2758,Russia,RU,Novgorodskaya Oblast’,admin,222594,222594
Korolëv,55.9167,37.8167,Russia,RU,Moskovskaya Oblast’,,221797,221797
Mytishchi,55.9167,37.7667,Russia,RU,Moskovskaya Oblast’,,211606,211606
Pskov,57.8167,28.3333,Russia,RU,Pskovskaya Oblast’,admin,209840,209840
Lyubertsy,55.6783,37.8944,Russia,RU,Moskovskaya Oblast’,,207349,207349
Biysk,52.5333,85.2167,Russia,RU,Altayskiy Kray,,203108,200629
Prokopyevsk,53.8833,86.7167,Russia,RU,Kemerovskaya Oblast’,,196406,190334
Yuzhno-Sakhalinsk,46.9500,142.7333,Russia,RU,Sakhalinskaya Oblast’,admin,194882,194882
Balakovo,52.0333,47.7833,Russia,RU,Saratovskaya Oblast’,,191260,189829
Armavir,45.0000,41.1167,Russia,RU,Krasnodarskiy Kray,,190709,190709
Rybinsk,58.0500,38.8333,Russia,RU,Yaroslavskaya Oblast’,,190429,190429
Severodvinsk,64.5667,39.8667,Russia,RU,Arkhangel’skaya Oblast’,,183996,182291
Abakan,53.7167,91.4667,Russia,RU,Khakasiya,admin,181709,181709
Petropavlovsk-Kamchatskiy,53.0167,158.6500,Russia,RU,Kamchatskiy Kray,admin,181216,181216
Norilsk,69.3333,88.2167,Russia,RU,Krasnoyarskiy Kray,,179554,179554
Krasnogorsk,55.8217,37.3386,Russia,RU,Moskovskaya Oblast’,,175812,175812
Syzran,53.1667,48.4667,Russia,RU,Samarskaya Oblast’,,173260,173260
Volgodonsk,47.5167,42.1500,Russia,RU,Rostovskaya Oblast’,,171471,171471
Ussuriysk,43.8000,131.9667,Russia,RU,Primorskiy Kray,,170660,170660
Kamensk-Ural’skiy,56.4000,61.9333,Russia,RU,Sverdlovskaya Oblast’,,169929,168997
Novocherkassk,47.4222,40.0939,Russia,RU,Rostovskaya Oblast’,,168766,168022
Zlatoust,55.1667,59.6667,Russia,RU,Chelyabinskaya Oblast’,,167978,166885
Elektrostal,55.7833,38.4667,Russia,RU,Moskovskaya Oblast’,,158508,158508
Almetyevsk,54.9000,52.3000,Russia,RU,Tatarstan,,155988,155988
Salavat,53.3667,55.9333,Russia,RU,Bashkortostan,,153181,153181
Miass,55.0000,60.1000,Russia,RU,Chelyabinskaya Oblast’,,151856,151275
Nakhodka,42.8167,132.8833,Russia,RU,Primorskiy Kray,,151420,142673
Orekhovo-Borisovo Yuzhnoye,55.6031,37.7331,Russia,RU,Moskva,,147713,147713
Kopeysk,55.1000,61.6167,Russia,RU,Chelyabinskaya Oblast’,,147573,147573
Odintsovo,55.6667,37.2667,Russia,RU,Moskovskaya Oblast’,,146574,146574
Pyatigorsk,44.0500,43.0667,Russia,RU,Stavropol’skiy Kray,,145836,145836
Rubtsovsk,51.5167,81.2000,Russia,RU,Altayskiy Kray,,145333,142551
Berezniki,59.4167,56.7833,Russia,RU,Permskiy Kray,,145115,141276
Kolomna,55.0833,38.7833,Russia,RU,Moskovskaya Oblast’,,144125,144125
Maykop,44.6000,40.0833,Russia,RU,Adygeya,admin,141970,139084
Khasavyurt,43.2500,46.5833,Russia,RU,Dagestan,minor,141259,141259
Kovrov,56.3683,41.3108,Russia,RU,Vladimirskaya Oblast’,,138552,137594
Kislovodsk,43.9167,42.7167,Russia,RU,Stavropol’skiy Kray,,128779,128779
Nefteyugansk,61.0833,72.7000,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,128159,128159
Domodedovo,55.4400,37.7619,Russia,RU,Moskovskaya Oblast’,,127850,127850
Neftekamsk,56.1417,54.4667,Russia,RU,Bashkortostan,,126805,126805
Bataysk,47.1667,39.7333,Russia,RU,Rostovskaya Oblast’,,126769,126769
Novocheboksarsk,56.1333,47.5000,Russia,RU,Chuvashiya,,126626,126626
Serpukhov,54.9167,37.4000,Russia,RU,Moskovskaya Oblast’,,125817,125817
Novomoskovsk,54.0833,38.2167,Russia,RU,Tul’skaya Oblast’,,125647,124787
Shchelkovo,55.9167,38.0000,Russia,RU,Moskovskaya Oblast’,,125634,125634
Pervouralsk,56.9167,59.9500,Russia,RU,Sverdlovskaya Oblast’,,124447,123655
Kaspiysk,42.8803,47.6383,Russia,RU,Dagestan,,123988,123988
Derbent,42.0500,48.3000,Russia,RU,Dagestan,minor,123720,123720
Cherkessk,44.2222,42.0575,Russia,RU,Karachayevo-Cherkesiya,admin,122395,122395
Orekhovo-Zuyevo,55.8000,38.9667,Russia,RU,Moskovskaya Oblast’,,118822,118309
Nazran,43.2167,44.7667,Russia,RU,Ingushetiya,,117936,117936
Nevinnomyssk,44.6333,41.9333,Russia,RU,Stavropol’skiy Kray,,117446,116751
Ramenskoye,55.5667,38.2167,Russia,RU,Moskovskaya Oblast’,,116077,116077
Dimitrovgrad,54.1833,49.5833,Russia,RU,Ul’yanovskaya Oblast’,,116055,116055
Kyzyl,51.7167,94.4500,Russia,RU,Tyva,admin,116015,116015
Obninsk,55.0931,36.6106,Russia,RU,Kaluzhskaya Oblast’,,115029,115029
Oktyabr’skiy,54.4667,53.4667,Russia,RU,Bashkortostan,,113929,113929
Novyy Urengoy,66.0833,76.6833,Russia,RU,Yamalo-Nenetskiy Avtonomnyy Okrug,,113254,113254
Yessentuki,44.0333,42.8500,Russia,RU,Stavropol’skiy Kray,,113056,113056
Kamyshin,50.0833,45.4000,Russia,RU,Volgogradskaya Oblast’,,111100,111100
Murom,55.5667,42.0333,Russia,RU,Vladimirskaya Oblast’,,109072,109072
Dolgoprudnyy,55.9333,37.5000,Russia,RU,Moskovskaya Oblast’,,108861,108861
Novoshakhtinsk,47.7667,39.9167,Russia,RU,Rostovskaya Oblast’,,108345,108345
Zhukovskiy,55.5972,38.1203,Russia,RU,Moskovskaya Oblast’,,107994,107994
Seversk,56.6000,84.8500,Russia,RU,Tomskaya Oblast’,,107922,107922
Reutov,55.7622,37.8567,Russia,RU,Moskovskaya Oblast’,,106990,106990
Noyabrsk,63.2017,75.4517,Russia,RU,Yamalo-Nenetskiy Avtonomnyy Okrug,,106879,106879
Artëm,43.3667,132.2000,Russia,RU,Primorskiy Kray,,106692,106692
Khanty-Mansiysk,61.0000,69.0000,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,admin,105995,105995
Pushkino,56.0167,37.8333,Russia,RU,Moskovskaya Oblast’,,105479,105479
Achinsk,56.2817,90.5039,Russia,RU,Krasnoyarskiy Kray,,105264,105264
Sergiyev Posad,56.3000,38.1333,Russia,RU,Moskovskaya Oblast’,,104579,104579
Arzamas,55.4000,43.8167,Russia,RU,Nizhegorodskaya Oblast’,,104547,104140
Yelets,52.6167,38.4667,Russia,RU,Lipetskaya Oblast’,,104349,104349
Berdsk,54.7500,83.1000,Russia,RU,Novosibirskaya Oblast’,,103578,103578
Elista,46.3167,44.2667,Russia,RU,Kalmykiya,admin,103535,103535
Noginsk,55.8500,38.4333,Russia,RU,Moskovskaya Oblast’,,102592,102592
Novokuybyshevsk,53.1000,49.9333,Russia,RU,Samarskaya Oblast’,,102075,102075
Zheleznogorsk,52.3333,35.3667,Russia,RU,Kurskaya Oblast’,,100740,100740
Zelënodol’sk,55.8500,48.5167,Russia,RU,Tatarstan,,100009,100009
Tobolsk,58.1953,68.2581,Russia,RU,Tyumenskaya Oblast’,,98886,98886
Sarapul,56.4667,53.8000,Russia,RU,Udmurtiya,,97910,97910
Serov,59.6000,60.5667,Russia,RU,Sverdlovskaya Oblast’,,97762,97762
Votkinsk,57.0500,54.0000,Russia,RU,Udmurtiya,,97550,97550
Ukhta,63.5667,53.7000,Russia,RU,Komi,,97087,97087
Mezhdurechensk,53.6864,88.0703,Russia,RU,Kemerovskaya Oblast’,,96299,96299
Leninsk-Kuznetskiy,54.6575,86.1617,Russia,RU,Kemerovskaya Oblast’,,96139,96139
Sarov,54.9333,43.3167,Russia,RU,Nizhegorodskaya Oblast’,,95388,95388
Solikamsk,59.6433,56.7500,Russia,RU,Permskiy Kray,,94628,92602
Gatchina,59.5684,30.1229,Russia,RU,Leningradskaya Oblast’,,94447,94447
Mikhaylovsk,45.1333,42.0333,Russia,RU,Stavropol’skiy Kray,,93658,93658
Voskresensk,55.3167,38.7000,Russia,RU,Moskovskaya Oblast’,,93565,93565
Michurinsk,52.8833,40.4833,Russia,RU,Tambovskaya Oblast’,,93330,93330
Glazov,58.1333,52.6667,Russia,RU,Udmurtiya,,93056,93056
Magadan,59.5667,150.8000,Russia,RU,Magadanskaya Oblast’,admin,92782,92782
Velikiye Luki,56.3333,30.5333,Russia,RU,Pskovskaya Oblast’,,91435,90922
Kiselëvsk,54.0000,86.6500,Russia,RU,Kemerovskaya Oblast’,,89867,89867
Kansk,56.2000,95.7167,Russia,RU,Krasnoyarskiy Kray,,89508,88917
Kamensk-Shakhtinskiy,48.3206,40.2611,Russia,RU,Rostovskaya Oblast’,minor,88997,88997
Lobnya,56.0167,37.4833,Russia,RU,Moskovskaya Oblast’,,88220,88220
Gubkin,51.2833,37.5667,Russia,RU,Belgorodskaya Oblast’,,86780,86780
Novotroitsk,51.2039,58.3114,Russia,RU,Orenburgskaya Oblast’,,86474,86474
Buzuluk,52.7833,52.2500,Russia,RU,Orenburgskaya Oblast’,,86316,86316
Shchëkino,54.0000,37.5167,Russia,RU,Tul’skaya Oblast’,,86088,86088
Bugulma,54.5364,52.7975,Russia,RU,Tatarstan,,86085,86085
Yeysk,46.7111,38.2733,Russia,RU,Krasnodarskiy Kray,minor,85760,83665
Dmitrov,56.3500,37.5333,Russia,RU,Moskovskaya Oblast’,,84408,84408
Kineshma,57.4333,42.1333,Russia,RU,Ivanovskaya Oblast’,,83871,83871
Zheleznogorsk,56.2500,93.5333,Russia,RU,Krasnoyarskiy Kray,,83857,83857
Chaykovskiy,56.7667,54.1500,Russia,RU,Permskiy Kray,,82382,82382
Kuznetsk,53.1167,46.6000,Russia,RU,Penzenskaya Oblast’,,82276,82276
Ust’-Ilimsk,58.0000,102.6667,Russia,RU,Irkutskaya Oblast’,,81976,81976
Yurga,55.7231,84.8861,Russia,RU,Kemerovskaya Oblast’,,81759,81759
Anapa,44.8667,37.3667,Russia,RU,Krasnodarskiy Kray,minor,81447,81447
Novouralsk,57.2500,60.0833,Russia,RU,Sverdlovskaya Oblast’,,81202,81202
Azov,47.1000,39.4167,Russia,RU,Rostovskaya Oblast’,minor,80721,80428
Klin,56.3333,36.7333,Russia,RU,Moskovskaya Oblast’,,79168,79168
Ozërsk,55.7500,60.7167,Russia,RU,Chelyabinskaya Oblast’,,79069,79069
Vyborg,60.7106,28.7497,Russia,RU,Leningradskaya Oblast’,,78457,78457
Kropotkin,45.4333,40.5667,Russia,RU,Krasnodarskiy Kray,,78149,78149
Bor,56.3500,44.0833,Russia,RU,Nizhegorodskaya Oblast’,,78063,78063
Usol’ye-Sibirskoye,52.7500,103.6333,Russia,RU,Irkutskaya Oblast’,,77407,77407
Vorkuta,67.5000,64.0333,Russia,RU,Komi,,77314,77314
Gelendzhik,44.5750,38.0725,Russia,RU,Krasnodarskiy Kray,,77212,77212
Balashov,51.5469,43.1733,Russia,RU,Saratovskaya Oblast’,,76776,76776
Ivanteyevka,55.9833,37.9333,Russia,RU,Moskovskaya Oblast’,,76612,76612
Anzhero-Sudzhensk,56.0833,86.0333,Russia,RU,Kemerovskaya Oblast’,,76217,76217
Shadrinsk,56.1333,63.6500,Russia,RU,Kurganskaya Oblast’,,75348,75348
Dubna,56.7333,37.1667,Russia,RU,Moskovskaya Oblast’,,75144,75001
Chernogorsk,53.8167,91.3000,Russia,RU,Khakasiya,,75067,75067
Mineral’nyye Vody,44.2167,43.1333,Russia,RU,Stavropol’skiy Kray,,74141,73925
Yelabuga,55.7667,52.0833,Russia,RU,Tatarstan,,74031,74031
Yegoryevsk,55.3833,39.0500,Russia,RU,Moskovskaya Oblast’,,73766,73766
Birobidzhan,48.8000,132.9333,Russia,RU,Yevreyskaya Avtonomnaya Oblast’,admin,73623,73623
Novoaltaysk,53.3833,83.9333,Russia,RU,Altayskiy Kray,,73439,73439
Troitsk,54.0833,61.5667,Russia,RU,Chelyabinskaya Oblast’,,73421,73421
Vsevolozhsk,60.0333,30.6667,Russia,RU,Leningradskaya Oblast’,,72864,72864
Chapayevsk,52.9833,49.7167,Russia,RU,Samarskaya Oblast’,,72778,72778
Belovo,54.4167,86.3000,Russia,RU,Kemerovskaya Oblast’,,72519,72519
Kirovo-Chepetsk,58.5500,50.0000,Russia,RU,Kirovskaya Oblast’,,72071,72071
Verkhnyaya Pyshma,56.9761,60.5944,Russia,RU,Sverdlovskaya Oblast’,,71241,71241
Chekhov,55.1500,37.4500,Russia,RU,Moskovskaya Oblast’,,70548,70548
Tuymazy,54.6000,53.7000,Russia,RU,Bashkortostan,,68256,68256
Minusinsk,53.7000,91.6833,Russia,RU,Krasnoyarskiy Kray,,68007,68007
Kstovo,56.1667,44.1667,Russia,RU,Nizhegorodskaya Oblast’,,67874,67874
Georgiyevsk,44.1500,43.4667,Russia,RU,Stavropol’skiy Kray,,67054,66436
Slavyansk-na-Kubani,45.2500,38.1167,Russia,RU,Krasnodarskiy Kray,minor,66285,66285
Belogorsk,50.9167,128.4667,Russia,RU,Amurskaya Oblast’,,66183,66183
Vidnoye,55.5500,37.7167,Russia,RU,Moskovskaya Oblast’,,66158,66158
Stupino,54.8833,38.1000,Russia,RU,Moskovskaya Oblast’,,65990,65990
Beloretsk,53.9667,58.4000,Russia,RU,Bashkortostan,,65477,65477
Ishimbay,53.4500,56.0333,Russia,RU,Bashkortostan,,65422,65422
Kungur,57.4333,56.9333,Russia,RU,Permskiy Kray,minor,65284,65284
Zarechnyy,53.2000,45.1667,Russia,RU,Penzenskaya Oblast’,,65156,65156
Ishim,56.1167,69.5000,Russia,RU,Tyumenskaya Oblast’,,65142,65142
Buynaksk,42.8167,47.1167,Russia,RU,Dagestan,minor,65080,65080
Gukovo,48.0500,39.9167,Russia,RU,Rostovskaya Oblast’,,64869,64869
Asbest,57.0000,61.4667,Russia,RU,Sverdlovskaya Oblast’,,64091,64091
Donskoy,53.9658,38.3247,Russia,RU,Tul’skaya Oblast’,,63631,63631
Gorno-Altaysk,51.9600,85.9600,Russia,RU,Altay,admin,63214,63214
Volsk,52.0500,47.3833,Russia,RU,Saratovskaya Oblast’,,63212,63212
Novaya Balakhna,56.4899,43.6011,Russia,RU,Nizhegorodskaya Oblast’,,63083,63083
Klintsy,52.7500,32.2333,Russia,RU,Bryanskaya Oblast’,,62936,62936
Rossosh,50.2000,39.5500,Russia,RU,Voronezhskaya Oblast’,minor,62827,62827
Pavlovskiy Posad,55.7667,38.6667,Russia,RU,Moskovskaya Oblast’,,62718,62718
Revda,56.8053,59.9283,Russia,RU,Sverdlovskaya Oblast’,,62687,62687
Borisoglebsk,51.3667,42.0833,Russia,RU,Voronezhskaya Oblast’,,62669,61765
Leninogorsk,54.6000,52.5000,Russia,RU,Tatarstan,,62531,62531
Budënnovsk,44.7833,44.1667,Russia,RU,Stavropol’skiy Kray,,62495,61329
Tuapse,44.1044,39.0772,Russia,RU,Krasnodarskiy Kray,minor,62269,62269
Zelenogorsk,56.1000,94.5833,Russia,RU,Krasnoyarskiy Kray,,62245,62245
Chistopol,55.3647,50.6261,Russia,RU,Tatarstan,,62200,60172
Naro-Fominsk,55.3833,36.7667,Russia,RU,Moskovskaya Oblast’,,62002,62002
Polevskoy,56.4500,60.1833,Russia,RU,Sverdlovskaya Oblast’,,61853,61853
Kotlas,61.2500,46.6333,Russia,RU,Arkhangel’skaya Oblast’,,61805,61805
Lysva,58.1003,57.8042,Russia,RU,Permskiy Kray,,61752,61752
Sibay,52.7000,58.6500,Russia,RU,Bashkortostan,,61266,61266
Fryazino,55.9500,38.0500,Russia,RU,Moskovskaya Oblast’,,60437,60437
Sayanogorsk,53.0500,91.4500,Russia,RU,Khakasiya,,60317,60317
Belebey,54.1000,54.1333,Russia,RU,Bashkortostan,,60188,60188
Kumertau,52.7667,55.7833,Russia,RU,Bashkortostan,,60164,60164
Labinsk,44.6333,40.7333,Russia,RU,Krasnodarskiy Kray,minor,60164,60164
Urus-Martan,43.1333,45.5500,Russia,RU,Chechnya,minor,59954,59954
Lesosibirsk,58.2358,92.4828,Russia,RU,Krasnoyarskiy Kray,,59525,59525
Rzhev,56.2500,34.3167,Russia,RU,Tverskaya Oblast’,,59422,59422
Aleksandrov,56.3936,38.7150,Russia,RU,Vladimirskaya Oblast’,,59328,59328
Izberbash,42.5633,47.8636,Russia,RU,Dagestan,,58690,58690
Lytkarino,55.5833,37.9000,Russia,RU,Moskovskaya Oblast’,,58606,58606
Nyagan,62.1333,65.3833,Russia,RU,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,,58335,58335
Tikhvin,59.6500,33.5333,Russia,RU,Leningradskaya Oblast’,,58136,58136
Shuya,56.8500,41.3667,Russia,RU,Ivanovskaya Oblast’,,58114,57039
Meleuz,52.9500,55.9333,Russia,RU,Bashkortostan,,58004,58004
Aleksin,54.5167,37.1000,Russia,RU,Tul’skaya Oblast’,,57892,57892
Berëzovskiy,56.9000,60.8167,Russia,RU,Sverdlovskaya Oblast’,,57892,57892
Prokhladnyy,43.7500,44.0333,Russia,RU,Kabardino-Balkariya,minor,57883,57883
Mikhaylovka,50.0667,43.2500,Russia,RU,Volgogradskaya Oblast’,,57829,57829
Tikhoretsk,45.8667,40.1333,Russia,RU,Krasnodarskiy Kray,minor,57771,57771
Pavlovo,55.9667,43.0667,Russia,RU,Nizhegorodskaya Oblast’,,57630,57630
Salsk,46.4833,41.5333,Russia,RU,Rostovskaya Oblast’,minor,57622,57622
Krasnotur’insk,59.7733,60.1853,Russia,RU,Sverdlovskaya Oblast’,,57514,57514
Krymsk,44.9233,37.9806,Russia,RU,Krasnodarskiy Kray,minor,57229,57229
Neryungri,56.6833,124.6667,Russia,RU,Sakha (Yakutiya),,57009,57009
Iskitim,54.6400,83.3061,Russia,RU,Novosibirskaya Oblast’,,56602,56602
Klimovsk,55.3667,37.5333,Russia,RU,Moskovskaya Oblast’,,56239,56239
Shali,43.1500,45.9000,Russia,RU,Chechnya,minor,56226,56226
Apatity,67.5667,33.4000,Russia,RU,Murmanskaya Oblast’,,55713,55713
Dzerzhinskiy,55.6333,37.8500,Russia,RU,Moskovskaya Oblast’,,55669,55669
Gus’-Khrustal’nyy,55.6167,40.6833,Russia,RU,Vladimirskaya Oblast’,,54533,54533
Volzhsk,55.8703,48.3561,Russia,RU,Mariy-El,,54519,54519
Liski,50.9667,39.5167,Russia,RU,Voronezhskaya Oblast’,,53897,53897
Svobodnyy,51.4000,128.1000,Russia,RU,Amurskaya Oblast’,,53678,53678
Krasnokamsk,58.0833,55.6833,Russia,RU,Permskiy Kray,,53631,53631
Zhigulevsk,53.3997,49.4953,Russia,RU,Samarskaya Oblast’,,53407,53407
Vyksa,55.3167,42.1667,Russia,RU,Nizhegorodskaya Oblast’,,53219,53219
Gudermes,43.3500,46.1000,Russia,RU,Chechnya,minor,52908,52908
Krasnokamensk,50.1000,118.0333,Russia,RU,Zabaykal’skiy Kray,,52811,52299
Sertolovo,60.1500,30.2167,Russia,RU,Leningradskaya Oblast’,,52535,52535
Vyazma,55.2107,34.2912,Russia,RU,Smolenskaya Oblast’,minor,52506,52506
Arsenyev,44.1667,133.2500,Russia,RU,Primorskiy Kray,,52471,52471
Belorechensk,44.7686,39.8733,Russia,RU,Krasnodarskiy Kray,minor,52082,52082
Timashevsk,45.6167,38.9333,Russia,RU,Krasnodarskiy Kray,minor,51925,51925
